Valor Esperado;Resultado;Latência;Ciclos
0;0;0.016752;1149508
0;0;0.016751;1149508
0;2;0.016750;1149508
0;0;0.016751;1149508
0;4;0.016750;1149508
0;0;0.016750;1149508
0;0;0.016751;1149508
0;0;0.016750;1149508
0;3;0.016750;1149508
0;6;0.016750;1149508
0;0;0.016750;1149508
0;2;0.016751;1149508
0;0;0.016750;1149508
0;7;0.016750;1149508
0;7;0.016750;1149508
0;0;0.016750;1149508
0;7;0.016751;1149508
0;0;0.016751;1149508
0;0;0.016750;1149508
0;0;0.016750;1149508
0;0;0.016750;1149508
0;2;0.016750;1149508
0;2;0.016750;1149508
0;2;0.016750;1149508
0;0;0.016751;1149508
0;2;0.016750;1149508
0;3;0.016750;1149508
0;4;0.016750;1149508
0;0;0.016750;1149508
0;0;0.016750;1149508
0;0;0.016751;1149508
0;0;0.016750;1149508
0;0;0.016750;1149508
0;5;0.016750;1149508
0;0;0.016751;1149508
0;2;0.016751;1149508
0;8;0.016750;1149508
0;7;0.016750;1149508
0;8;0.016750;1149508
0;0;0.016750;1149508
0;3;0.016750;1149508
0;0;0.016750;1149508
0;7;0.016750;1149508
0;0;0.016750;1149508
0;7;0.016750;1149508
0;0;0.016750;1149508
0;0;0.016750;1149508
0;0;0.016750;1149508
0;0;0.016751;1149508
0;3;0.016750;1149508
0;4;0.016750;1149508
0;2;0.016750;1149508
0;3;0.016750;1149508
0;8;0.016750;1149508
0;6;0.016751;1149508
0;3;0.016750;1149508
0;9;0.016750;1149508
0;2;0.016750;1149508
0;8;0.016750;1149508
0;0;0.016750;1149508
0;2;0.016750;1149508
0;8;0.016751;1149508
0;0;0.016751;1149508
0;2;0.016751;1149508
0;0;0.016750;1149508
0;2;0.016750;1149508
0;0;0.016750;1149508
0;0;0.016750;1149508
0;0;0.016751;1149508
0;3;0.016750;1149508
0;0;0.016750;1149508
0;0;0.016750;1149508
0;0;0.016750;1149508
0;3;0.016750;1149508
0;0;0.016751;1149508
0;8;0.016750;1149508
0;8;0.016751;1149508
0;0;0.016751;1149508
0;2;0.016750;1149508
0;0;0.016751;1149508
0;3;0.016750;1149508
0;0;0.016750;1149508
0;0;0.016750;1149508
0;4;0.016750;1149508
0;0;0.016751;1149508
0;0;0.016750;1149508
0;0;0.016752;1149508
0;2;0.016751;1149508
0;5;0.016751;1149508
0;0;0.016750;1149508
0;0;0.016750;1149508
0;2;0.016750;1149508
0;0;0.016750;1149508
0;2;0.016750;1149508
0;7;0.016750;1149508
0;3;0.016751;1149508
0;0;0.016750;1149508
0;0;0.016750;1149508
0;0;0.016751;1149508
0;0;0.016750;1149508
0;0;0.016750;1149508
0;0;0.016750;1149508
0;4;0.016750;1149508
0;0;0.016750;1149508
0;0;0.016750;1149508
0;0;0.016750;1149508
0;7;0.016750;1149508
0;3;0.016750;1149508
0;0;0.016750;1149508
0;2;0.016750;1149508
0;7;0.016750;1149508
0;0;0.016750;1149508
0;0;0.016751;1149508
0;9;0.016750;1149508
0;0;0.016751;1149508
0;8;0.016750;1149508
0;8;0.016751;1149508
0;0;0.016750;1149508
0;7;0.016750;1149508
0;2;0.016750;1149508
0;2;0.016751;1149508
0;0;0.016751;1149508
0;0;0.016750;1149508
0;0;0.016751;1149508
0;2;0.016751;1149508
0;0;0.016750;1149508
0;8;0.016750;1149508
0;7;0.016750;1149508
0;5;0.016751;1149508
0;2;0.016750;1149508
0;7;0.016751;1149508
0;2;0.016751;1149508
0;0;0.016750;1149508
0;2;0.016750;1149508
0;8;0.016750;1149508
0;0;0.016750;1149508
0;0;0.016751;1149508
0;7;0.016754;1149508
0;2;0.016750;1149508
0;0;0.016760;1149508
0;7;0.016751;1149508
0;2;0.016751;1149508
0;2;0.016750;1149508
0;3;0.016750;1149508
0;0;0.016752;1149508
0;0;0.016751;1149508
0;0;0.016750;1149508
0;0;0.016750;1149508
0;3;0.016750;1149508
0;0;0.016750;1149508
0;0;0.016750;1149508
0;0;0.016750;1149508
0;3;0.016750;1149508
0;2;0.016750;1149508
0;4;0.016750;1149508
0;0;0.016750;1149508
0;0;0.016751;1149508
0;3;0.016750;1149508
0;5;0.016751;1149508
0;6;0.016750;1149508
0;2;0.016750;1149508
0;0;0.016751;1149508
0;2;0.016752;1149508
0;0;0.016750;1149508
0;0;0.016750;1149508
0;0;0.016750;1149508
0;0;0.016750;1149508
0;7;0.016750;1149508
0;0;0.016754;1149508
0;0;0.016750;1149508
0;2;0.016755;1149508
0;8;0.016750;1149508
0;0;0.016760;1149508
0;0;0.016750;1149508
0;7;0.016750;1149508
0;0;0.016750;1149508
0;0;0.016751;1149508
0;0;0.016750;1149508
0;0;0.016750;1149508
0;0;0.016751;1149508
0;0;0.016751;1149508
0;0;0.016750;1149508
0;2;0.016751;1149508
0;0;0.016750;1149508
0;0;0.016750;1149508
0;0;0.016750;1149508
0;0;0.016750;1149508
0;2;0.016750;1149508
0;0;0.016750;1149508
0;2;0.016750;1149508
0;0;0.016751;1149508
0;2;0.016750;1149508
0;3;0.016750;1149508
0;2;0.016751;1149508
0;7;0.016750;1149508
0;0;0.016751;1149508
0;0;0.016750;1149508
0;8;0.016750;1149508
0;4;0.016750;1149508
0;0;0.016750;1149508
0;3;0.016750;1149508
0;7;0.016750;1149508
0;2;0.016750;1149508
0;0;0.016751;1149508
0;0;0.016750;1149508
0;8;0.016750;1149508
0;3;0.016750;1149508
0;0;0.016750;1149508
0;0;0.016750;1149508
0;2;0.016750;1149508
0;0;0.016750;1149508
0;0;0.016751;1149508
0;2;0.016750;1149508
0;2;0.016750;1149508
0;0;0.016755;1149508
0;0;0.016750;1149508
0;0;0.016754;1149508
0;3;0.016750;1149508
0;0;0.016754;1149508
0;0;0.016750;1149508
0;0;0.016750;1149508
0;2;0.016750;1149508
0;2;0.016751;1149508
0;0;0.016751;1149508
0;0;0.016752;1149508
0;7;0.016750;1149508
0;2;0.016751;1149508
0;0;0.016750;1149508
0;7;0.016750;1149508
0;0;0.016753;1149508
0;8;0.016750;1149508
0;7;0.016760;1149508
0;7;0.016750;1149508
0;0;0.016750;1149508
0;0;0.016751;1149508
0;3;0.016750;1149508
0;4;0.016750;1149508
0;4;0.016750;1149508
0;2;0.016750;1149508
0;8;0.016751;1149508
0;2;0.016750;1149508
0;0;0.016751;1149508
0;0;0.016750;1149508
0;8;0.016750;1149508
0;7;0.016750;1149508
0;0;0.016750;1149508
0;0;0.016751;1149508
0;2;0.016750;1149508
0;8;0.016751;1149508
0;0;0.016750;1149508
0;8;0.016750;1149508
0;0;0.016751;1149508
0;7;0.016750;1149508
0;2;0.016750;1149508
0;3;0.016750;1149508
0;0;0.016751;1149508
0;0;0.016751;1149508
0;0;0.016750;1149508
0;2;0.016750;1149508
0;8;0.016750;1149508
0;0;0.016750;1149508
0;0;0.016750;1149508
0;7;0.016750;1149508
0;0;0.016751;1149508
0;9;0.016750;1149508
0;0;0.016750;1149508
0;2;0.016751;1149508
0;9;0.016751;1149508
0;7;0.016750;1149508
0;2;0.016750;1149508
0;0;0.016750;1149508
0;0;0.016750;1149508
0;3;0.016751;1149508
0;7;0.016750;1149508
0;2;0.016750;1149508
0;0;0.016751;1149508
0;8;0.016750;1149508
0;0;0.016750;1149508
0;2;0.016750;1149508
0;0;0.016750;1149508
0;0;0.016750;1149508
0;0;0.016750;1149508
0;8;0.016750;1149508
